id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
wc_post_id_13437,"Powder Bronzer (Rich Amber)","Powder Bronzer by Anastasia Beverly Hills is a finely milled bronzing powder that provides a natural-looking matte finish with buildable coverage. This professional-quality powder bronzer feels weightless on the face and body and blends seamlessly to add warmth for a sun-kissed makeup look. 
 
Benefits: 
 
  Powder Bronzer can be layered on top of liquid, cream, or powder complexion products 
  The shade range is inclusive of cool and olive undertones 
  Includes a large mirror for on-the-go touch-ups 
  Available in naturally sun-kissed shades 
 
Features: 
 
  Cruelty-free 
  Vegan",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/UK200030749_ANASTASIA_6.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/product/powder-bronzer-rich-amber/,"Bronzer &amp; Contour, Face, Makeup","wordpress-637743-3104200.cloudwaysapps.com",4400BDT,out of stock,wc_post_id_13437,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/Rich.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/Rich-Amber.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/ABH_Powder_Bronzer_Closed.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/RIch-A.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/Powder-Bronzer-Swatch.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4400BDT,new,published,,,,,,,
wc_post_id_13438,"Powder Bronzer (Cappuccino)","Powder Bronzer by Anastasia Beverly Hills is a finely milled bronzing powder that provides a natural-looking matte finish with buildable coverage. This professional-quality powder bronzer feels weightless on the face and body and blends seamlessly to add warmth for a sun-kissed makeup look. 
 
Benefits: 
 
  Powder Bronzer can be layered on top of liquid, cream, or powder complexion products 
  The shade range is inclusive of cool and olive undertones 
  Includes a large mirror for on-the-go touch-ups 
  Available in naturally sun-kissed shades 
 
Features: 
 
  Cruelty-free 
  Vegan",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/UK200030749_ANASTASIA_6.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/product/powder-bronzer-cappuccino/,"Bronzer &amp; Contour, Face, Makeup","wordpress-637743-3104200.cloudwaysapps.com",4400BDT,out of stock,wc_post_id_13438,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/Cappuccino_OPTIMIZED-1.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/Cup-1.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/Cappauccino-1.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/ABH_Powder_Bronzer_Closed.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/Powder-Bronzer-Swatch.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4400BDT,new,published,,,,,,,
wc_post_id_13427,"Liquid Lipstick (Poet)","Liquid Lipstick by Anastasia Beverly Hills is a full-pigment liquid lip colour formula that dries down to a weightless matte finish for smudge-proof wearability and long-lasting colour. This comfortable matte formula delivers full coverage wear and creates the appearance of fuller lips. 
 
Benefits: 
 
  Features a double-sided flat applicator with a rounded tip that distributes the perfect amount of product for precise application 
  The long-wearing shades are versatile enough for customisation, so you can mix and match multiple shades without losing pigment 
 
Features: 
 
  Cruelty-free 
  Vegan",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/7.-Liquid-Lipstick-Poet.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/product/liquid-lipstick-poet/,"Lips, Liquid Lipstick, Makeup","wordpress-637743-3104200.cloudwaysapps.com",2800BDT,out of stock,wc_post_id_13427,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/6.-Liquid-Lipstick-Poet.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/8.-Liquid-Lipstick-Veronica.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/abh-poet-liquid-lipstick-swatch.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2800BDT,new,published,,,,,,,
wc_post_id_13426,"Liquid Lipstick (Veronica)","Liquid Lipstick by Anastasia Beverly Hills is a full-pigment liquid lip color formula that dries down to a weightless matte finish for smudge-proof wearability and long-lasting colour. This comfortable matte formula delivers full coverage wear and creates the appearance of fuller lips. 
 
Benefits: 
 
  Features a double-sided flat applicator with a rounded tip that distributes the perfect amount of product for precise application 
  The long-wearing shades are versatile enough for customization, so you can mix and match multiple shades without losing pigment 
 
Features: 
 
  Cruelty-free 
  Vegan",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/88060265_3299928056694595_4971978043066155008_n.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/product/liquid-lipstick-veronica/,"Lips, Liquid Lipstick, Makeup","wordpress-637743-3104200.cloudwaysapps.com",2800BDT,out of stock,wc_post_id_13426,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/9.-Liquid-Lipstick-Veronica.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/5.-Liquid-Lipstick-Poet.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2800BDT,new,published,,,,,,,
wc_post_id_13414,"Tinted Brow Gel (Auburn)","Anastasia Beverly Hills Tinted Brow Gel is a lightweight eyebrow gel that sets brows with flexible hold and a tinted finish. The fully pigmented gel formula features light-reflecting pearls that create a natural-looking dimension to your finished eyebrow look and dries down to a matte finish.",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/Aurban-1.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/product/tinted-brow-gel-auburn/,"Eye, EyeBrow, Makeup","wordpress-637743-3104200.cloudwaysapps.com",2500BDT,out of stock,wc_post_id_13414,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/2-Auburn__WEB-Standard_Closed_Hero.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/Aubrun-3.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2500BDT,new,published,,,,,,,
wc_post_id_13415,"Tinted Brow Gel (Chocolate)","Anastasia Beverly Hills Tinted Brow Gel is a lightweight eyebrow gel that sets brows with flexible hold and a tinted finish. The fully pigmented gel formula features light-reflecting pearls that create a natural-looking dimension to your finished eyebrow look and dries down to a matte finish.",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/ABH_2022_TintedBrowGel_Chocolate_WEB-Standard_Open_Hero.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/product/tinted-brow-gel-chocolate/,"Eye, EyeBrow, Makeup","wordpress-637743-3104200.cloudwaysapps.com",2500BDT,out of stock,wc_post_id_13415,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/ABH_2022_TintedBrowGel_Chocolate_WEB-Standard_Closed_Hero.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/ABH_2022_TintedBrowGel_Chocolate_WEB-Standard_Swatch.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2500BDT,new,published,,,,,,,
wc_post_id_13407,"Lash Brag® Volumizing Mascara","Anastasia Beverly Hills Lash Brag Volumizing Mascara lets you achieve maximum lash volume and fullness you can’t stop bragging about. This voluminous mascara instantly creates the look of dramatic, full-bodied lashes with intense, jet-black colour.",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/IMG_3288.jpg,https://wordpress-637743-3104200.cloudwaysapps.com/product/lash-brag-volumizing-mascara/,"Eye, Eyeliner &amp; Mascara, Makeup","wordpress-637743-3104200.cloudwaysapps.com",3300BDT,out of stock,wc_post_id_13407,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/LashBragMascara_alt1.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/LashBragMascara_stylized2.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/LashBragMascara_alt2.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/4x4_01_2000x2000_V2_optimized.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3300BDT,new,published,,,,,,,
wc_post_id_13401,"Loose Setting Powder (Translucent)","Anastasia Beverly Hills Loose Setting Powder perfects, brightens and sets makeup in place with ease. This lightweight, super fine powder formula goes on smoothly as it absorbs oil, minimizes shine and leaves you with a flawless matte finish.",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/TRANSLUCENT_14286_FIN_optimized.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/product/loose-setting-powder-translucent/,"Face, Makeup, Powder &amp; Compact","wordpress-637743-3104200.cloudwaysapps.com",4800BDT,out of stock,wc_post_id_13401,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/TRANSLUCENT_SPILL_14428_FIN_optimized.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/05/TRANSLUCENT_SWATCH_OPT-2_FIN_optimized.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4800BDT,new,published,,,,,,,
wc_post_id_13390,"DipBrow Pomade (Dark Brown)","DipBrow Pomade by Anastasia Beverly Hills is a highly pigmented brow gel featuring a long-lasting, waterproof formula for creating fuller-looking, defined brows. The unique formula adheres to brow hairs, builds the appearance of fullness, and dries down to a seamless matte finish. 
 
Benefits: 
 
  Long-wearing, smudge-resistant, waterproof formula 
  The creamy texture is easy to pick up on the brush, glides on smoothly to the skin and hair, adheres without building too much, and blends out for a natural-looking finish 
  Allows for versatility in application, giving you the artistic ability to create everything from natural-looking hairs to bold outlining and filling 
  A highly pigmented formula mimics the hairlike texture, making it ideal for creating hair where it is sparse or adding volume to hair that already exists 
  Although waterproof, the formula allows time for blending before drying to a matte finish 
 
Features: 
 
  Cruelty-free 
  Vegan",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/IMG_6428.jpg,https://wordpress-637743-3104200.cloudwaysapps.com/product/dipbrow-pomade-dark-brown/,"Eye, EyeBrow, Makeup","wordpress-637743-3104200.cloudwaysapps.com",3600BDT,out of stock,wc_post_id_13390,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/IMG_6435.jpg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/IMG_6429.jpg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/DipBrow-Pomade-Dark-Brown.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/DipBrow-Pomade-Dark-Brown-1.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3600BDT,new,published,,,,,,,
wc_post_id_13391,"DipBrow Pomade (Ebony)","DipBrow Pomade by Anastasia Beverly Hills is a highly pigmented brow gel featuring a long-lasting, waterproof formula for creating fuller-looking, defined brows. The unique formula adheres to brow hairs, builds the appearance of fullness, and dries down to a seamless matte finish. 
 
Benefits: 
 
  Long-wearing, smudge-resistant, waterproof formula 
  The creamy texture is easy to pick up on the brush, glides on smoothly to the skin and hair, adheres without building too much, and blends out for a natural-looking finish 
  Allows for versatility in application, giving you the artistic ability to create everything from natural-looking hairs to bold outlining and filling 
  A highly pigmented formula mimics the hairlike texture, making it ideal for creating hair where it is sparse or adding volume to hair that already exists 
  Although waterproof, the formula allows time for blending before drying to a matte finish 
 
Features: 
 
  Cruelty-free 
  Vegan",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/IMG_6428.jpg,https://wordpress-637743-3104200.cloudwaysapps.com/product/dipbrow-pomade-ebony/,"Eye, EyeBrow, Makeup","wordpress-637743-3104200.cloudwaysapps.com",3600BDT,out of stock,wc_post_id_13391,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/IMG_6435.jpg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/IMG_6429.jpg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/DipBrow-Pomade-Ebony-1.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2021/11/DipBrow-Pomade-Ebony.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3600BDT,new,published,,,,,,,
wc_post_id_13326,"Bloom Liquid Blush (Float On)"," Like a drink for your cheeks, Sheglam's luxe liquid blush adds a bloom of beautiful colour and nourishing ingredients, like Vitamin C, to your complexion. Its gel-cream formula and sponge tip infuse colour effortlessly into your skin for a plumping and oh-so-pretty effect. 
 
Benefits: Long-wearing, Smudge Proof",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Float-On.webp,https://wordpress-637743-3104200.cloudwaysapps.com/product/bloom-liquid-blush-float-on/,"Blush, Face, Makeup","wordpress-637743-3104200.cloudwaysapps.com",2000BDT,out of stock,wc_post_id_13326,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Bloom-Liquid-Blush-Float-On.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Bloom-Liquid-Blush-Float-On-1.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Bloom-Liquid-Blush-.webp",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2000BDT,new,published,,,,,,,
wc_post_id_13319,"Bloom Liquid Blush (Birthday Suit)"," Like a drink for your cheeks, Sheglam's luxe liquid blush adds a bloom of beautiful colour and nourishing ingredients, like Vitamin C, to your complexion. Its gel-cream formula and sponge tip infuse colour effortlessly into your skin for a plumping and oh-so-pretty effect. 
 
Benefits: Long-wearing, Smudge Proof",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/BIRTHDAYSUIT.webp,https://wordpress-637743-3104200.cloudwaysapps.com/product/bloom-liquid-blush-birthday-suit/,"Blush, Face, Makeup","wordpress-637743-3104200.cloudwaysapps.com",2000BDT,out of stock,wc_post_id_13319,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/BirthdaySuit_1d412c08-d095-44ef-8bac-280c76592542.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/1624950119b97d3752b867295ea02910136e7ddc13.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Bloom-Liquid-Blush-.webp",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2000BDT,new,published,,,,,,,
wc_post_id_13313,"Bloom Liquid Blush (Rose Ritual)"," Like a drink for your cheeks, Sheglam's luxe liquid blush adds a bloom of beautiful colour and nourishing ingredients, like Vitamin C, to your complexion. Its gel-cream formula and sponge tip infuse colour effortlessly into your skin for a plumping and oh-so-pretty effect. 
 
Benefits: Long-wearing, Smudge Proof",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/roseritual.webp,https://wordpress-637743-3104200.cloudwaysapps.com/product/bloom-liquid-blush-rose-ritual/,"Blush, Face, Makeup","wordpress-637743-3104200.cloudwaysapps.com",2000BDT,out of stock,wc_post_id_13313,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/RoseRitual_a69805e2-16fb-4994-aa97-d1c1ee666f65.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/16249501145ebb0a73db813445f56b143f9bc51eea.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Bloom-Liquid-Blush-.webp",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2000BDT,new,published,,,,,,,
wc_post_id_13305,"Bloom Liquid Blush (Swipe Right)"," Like a drink for your cheeks, Sheglam's luxe liquid blush adds a bloom of beautiful colour and nourishing ingredients, like Vitamin C, to your complexion. Its gel-cream formula and sponge tip infuse colour effortlessly into your skin for a plumping and oh-so-pretty effect. 
 
Benefits: Long-wearing, Smudge Proof",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/SWIPERIGHT.webp,https://wordpress-637743-3104200.cloudwaysapps.com/product/bloom-liquid-blush-swipe-right/,"Blush, Face, Makeup","wordpress-637743-3104200.cloudwaysapps.com",2000BDT,out of stock,wc_post_id_13305,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/SwipeRight_039d5078-8241-4cdd-9ae2-9210ba8ffe3b.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/162495011374ba4c4a4636b19334e5c556060683ed.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Bloom-Liquid-Blush-.webp",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2000BDT,new,published,,,,,,,
wc_post_id_13294,"Bloom Liquid Blush (Hush Hush)"," Like a drink for your cheeks, Sheglam’s luxe liquid blush adds a bloom of beautiful colour and nourishing ingredients, like Vitamin C, to your complexion. Its gel-cream formula and sponge tip infuse colour effortlessly into your skin for a plumping and oh-so-pretty effect. 
 
Benefits: Long-wearing, Smudge Proof",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/HUSHHUSH.webp,https://wordpress-637743-3104200.cloudwaysapps.com/product/bloom-liquid-blush-hush-hush/,"Blush, Face, Makeup","wordpress-637743-3104200.cloudwaysapps.com",2000BDT,out of stock,wc_post_id_13294,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/HushHush_5d9f3910-a65a-4460-b261-32d740241360.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/1624950114708528eb3ef9b32580affbd1397539be.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Bloom-Liquid-Blush-.webp",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2000BDT,new,published,,,,,,,
wc_post_id_13295,"Bloom Liquid Blush (Devoted)"," Like a drink for your cheeks, Sheglam’s luxe liquid blush adds a bloom of beautiful colour and nourishing ingredients, like Vitamin C, to your complexion. Its gel-cream formula and sponge tip infuse colour effortlessly into your skin for a plumping and oh-so-pretty effect. 
 
Benefits: Long-wearing, Smudge Proof",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Bloom-Liquid-Blush-Devoted.webp,https://wordpress-637743-3104200.cloudwaysapps.com/product/bloom-liquid-blush-devoted/,"Blush, Face, Makeup","wordpress-637743-3104200.cloudwaysapps.com",2000BDT,out of stock,wc_post_id_13295,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Devoted.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Bloom-Liquid-Blush-.webp",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2000BDT,new,published,,,,,,,
wc_post_id_13283,"Bloom Liquid Blush (Love Cake)"," Like a drink for your cheeks, Sheglam's luxe liquid blush adds a bloom of beautiful colour and nourishing ingredients, like Vitamin C, to your complexion. Its gel-cream formula and sponge tip infuse colour effortlessly into your skin for a plumping and oh-so-pretty effect. 
 
Benefits: Long-wearing, Smudge Proof",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Bloom-Liquid-Blush-Love-Cake.webp,https://wordpress-637743-3104200.cloudwaysapps.com/product/bloom-liquid-blush-love-cake/,"Blush, Face, Makeup","wordpress-637743-3104200.cloudwaysapps.com",2000BDT,out of stock,wc_post_id_13283,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/LoveCake.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Bloom-Liquid-Blush-Love-Cake-1.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Bloom-Liquid-Blush-.webp",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2000BDT,new,published,,,,,,,
wc_post_id_13282,"Bloom Liquid Blush (Risky Business)"," Like a drink for your cheeks, Sheglam's luxe liquid blush adds a bloom of beautiful colour and nourishing ingredients, like Vitamin C, to your complexion. Its gel-cream formula and sponge tip infuse colour effortlessly into your skin for a plumping and oh-so-pretty effect. 
 
Benefits: Long-wearing, Smudge Proof",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Bloom-Liquid-Blush-Risky-Business.webp,https://wordpress-637743-3104200.cloudwaysapps.com/product/bloom-liquid-blush-risky-business/,"Blush, Face, Makeup","wordpress-637743-3104200.cloudwaysapps.com",2000BDT,out of stock,wc_post_id_13282,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/RiskyBusiness.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Bloom-Liquid-Blush-.webp",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2000BDT,new,published,,,,,,,
wc_post_id_13263,"Sun Sculpt Liquid Bronzer (Camel Suede)","Sculpt Liquid Contour will give you a sun glow and coveted contour without the harmful rays. Apply to your forehead, nose, cheekbones and jawline for a sculpted, snatched you! Its formula is moisturizing, waterproof and blends better than a piña colada. 
 
Type: Contour Liquid 
Colour: Golden Sun 
Benefits: Long-wearing, Smudge Proof",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Sun-Sculpt-Liquid-Contour-Camel-Suede.webp,https://wordpress-637743-3104200.cloudwaysapps.com/product/sheglam-liquid-contour-camel-suede/,"Bronzer &amp; Contour, Face, Makeup","wordpress-637743-3104200.cloudwaysapps.com",2000BDT,out of stock,wc_post_id_13263,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/1631875978e1f34364fffe5c4d899c8e187ff9b056.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/1631875980f73a28ca74bc25c548cd2a887ca630ed.webp",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2000BDT,new,published,,,,,,,
wc_post_id_13258,"Sun Sculpt Liquid Bronzer (Soft Tan)","Sculpt Liquid Contour will give you a sun glow and coveted contour without the harmful rays. Apply to your forehead, nose, cheekbones and jawline for a sculpted, snatched you! Its formula is moisturizing, waterproof and blends better than a piña colada. 
 
Type: Contour Liquid 
Colour: Golden Sun 
Benefits: Long-wearing, Smudge Proof",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Sun-Sculpt-Liquid-Contour-Soft-Tan.webp,https://wordpress-637743-3104200.cloudwaysapps.com/product/sheglam-liquid-contour-soft-tan/,"Bronzer &amp; Contour, Face, Makeup","wordpress-637743-3104200.cloudwaysapps.com",2000BDT,out of stock,wc_post_id_13258,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/1631875980e16e6fff486727fc0b583df471e857fd.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/1631875985a17e6baa8b6d02604edcd8177e7eb769.webp",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2000BDT,new,published,,,,,,,
wc_post_id_13253,"Sun Sculpt Liquid Bronzer (Warm Honey)","Sculpt Liquid Contour will give you a sun glow and coveted contour without the harmful rays. Apply to your forehead, nose, cheekbones and jawline for a sculpted, snatched you! Its formula is moisturizing, waterproof and blends better than a piña colada. 
 
Type: Contour Liquid 
Colour: Golden Sun 
Benefits: Long-wearing, Smudge Proof",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Sun-Sculpt-Liquid-Contour-Warm-Honey.webp,https://wordpress-637743-3104200.cloudwaysapps.com/product/sheglam-liquid-contour-warm-honey/,"Bronzer &amp; Contour, Face, Makeup","wordpress-637743-3104200.cloudwaysapps.com",2000BDT,out of stock,wc_post_id_13253,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/163187598037140440f1d4e3c1f0ea5216da87c1cd.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/163187598393bec6544dd63dcbd00a9fb755c94ee6.webp",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2000BDT,new,published,,,,,,,
wc_post_id_13248,"Sun Sculpt Liquid Bronzer (Golden Sun)","Sculpt Liquid Contour will give you a sun glow and coveted contour without the harmful rays. Apply to your forehead, nose, cheekbones and jawline for a sculpted, snatched you! Its formula is moisturizing, waterproof and blends better than a piña colada. 
 
Type: Contour Liquid 
Colour: Golden Sun 
Benefits: Long-wearing, Smudge Proof",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/Sun-Sculpt-Liquid-Contour-Golden-Sun.webp,https://wordpress-637743-3104200.cloudwaysapps.com/product/sheglam-liquid-contour-golden-sun/,"Bronzer &amp; Contour, Face, Makeup","wordpress-637743-3104200.cloudwaysapps.com",2000BDT,out of stock,wc_post_id_13248,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/1631875981e76a8a217983468f081ff9ad9e8595fe.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/04/163187598326edc328ae9f7efdd5fc3773417e835d.webp",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2000BDT,new,published,,,,,,,
wc_post_id_13214,"Yo Glow Enzyme Scrub","Yo Glow Enzyme Scrub is an exfoliating scrub infused with a combination of pineapple and papaya enzymes, BHAs and AHAs that leave the skin with a healthy glow. The lightweight, milky texture gently buffs away dead skin cells and impurities for immediate results that also make the perfect canvas for seamless makeup application. 
 
Skin Type: All skin types 
Skincare Concerns: Tired, dull and uneven texture. 
Formulation: Liquid 
 
Non-comedogenic, Non-acnegenic, Cruelty-Free, Clean-beauty, Sulfates-free, Parabens- free",https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/03/13324131-2074916959889799.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/product/yo-glow-enzyme-scrub/,"Cleanser &amp; Scrub, Face Wash &amp; Scrub, Sale, Skin Care","wordpress-637743-3104200.cloudwaysapps.com",5700BDT,in stock,wc_post_id_13214,,"https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/03/Wishful-Yo-Glow-Enzyme-Scrub.webp,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/03/97F0882B-4B8A-4ED3-B016-565D82F44691.jpeg,https://wordpress-637743-3104200.cloudwaysapps.com/wp-content/uploads/2022/03/Wishful-New-Jumbo-Tube.jpeg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,4900BDT,new,published,,,,,,,
